Category,Message,Message Traduit
ham,"If i let you do this, i want you in the house by 8am.",Raha avelako hanao an'izany ianao dia tiako ianao ao an-trano amin'ny 8 ora maraina.
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn","Andalana tsara indrindra voalaza ao amin'ny Fitiavana:. ""Hiandry aho mandra-pahatongan'ny andro hanadinoako anao Na ny andro ahatsapanao fa tsy afaka manadino ahy ianao.""... Gn"
ham,I will reach before ten morning,Ho tonga alohan'ny folo maraina aho
ham,Your pussy is perfect!,Lavorary ny kibonao!
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","Nisy olona nifandray taminay serivisy mampiaraka ary niditra tamin'ny findainao satria tia anao izy! Antsoy amin'ny telefaona 09058098002. PoBox1, W14RG 150p"
ham,No message..no responce..what happend?,Tsy misy hafatra..tsy misy valiny..inona no mitranga?
ham,Also where's the piece,Aiza koa ny sombiny
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..","Whisky, Brandy, Rum, Beer, Vodka, Scotch, Champagne, ""Mamo"" Happy Birthday. .."
ham,Boo. How's things? I'm back at home and a little bored already :-(,Boo. Ahoana ny raharaha? Tafaverina ato an-trano aho ary efa leo sahady :-(
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,Voalohany dia nitombo mihoatra ny <#> kilao izy hatramin'ny nidirany. Faharoa dia nanao fitiliana siramamy amin'ny rà izy. Raha manana izy ary mety ary ao anatin'ny fetra ara-dalàna ny tosi-drà dia aza manahy
ham,PICK UR FONE UP NOW U DUMB?,ATAOVY IZAO NY TELEFONINAO DUMB?
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.","Misaotra an'i thangam, tena faly aho ry malala. Malahelo anao koa aho da."
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",Ok doke. Ao an-trano aho fa tsy nitafy satria narary! Miresaha aminao any aoriana any momba ny fotoana sy ny zavatra hafa.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,Tsy mandositra anao aho... Mandeha miadana aho ary mahafaty ahy fa tsy miraharaha anao loatra aho hanakana ahy...
ham,"Babe, I'm back ... Come back to me ...","Babe, niverina aho ... Miverena amiko ..."
ham,Well you told others you'd marry them...,"Eny, nilaza tamin'ny hafa ianao fa hanambady azy ireo ..."
ham,Neshanth..tel me who r u?,Neshanth.. lazao ahy hoe iza ianao?
ham,YO YO YO BYATCH WHASSUP?,YO YO YO BYATCH WHASSUP?
ham,Oh... Kay... On sat right?,Oh... Kay... On sat right?
ham,Hi! This is Roger from CL. How are you?,Salama! Ity no Roger avy amin'ny CL. Manao ahoana ianao?
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),Babe: Tsy tiako ianao ry zaza! ratsy fanahy aho ary manana zavatra 4 maloto. Mahafinaritra ny fotoana tsy mahalala fomba miaraka amin'ny bitch sexy. Ahoana raha mandeha slo n mafy! Txt XXX SLO(4msgs)
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,Oh oh... Very maina... Tsy ho ela dia hipetraka ny masoandro...
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,"Jesosy kristy bitch Miezaka manome anao zava-mahadomelina aho, valio ny findainao"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,Mba omeo 2 fa horaisiko ny talata hariva tokony ho amin'ny 8 raha mety.
ham,I'm meeting Darren...,Nihaona tamin'i Darren aho...
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8","Iray amin'ireo fifanakalozan-kevitra tsara indrindra amin'ny fifandraisana mahafatifaty..!! ""Rehefa maty aho, aza manakaiky ny vatako..!! Fa mety tsy ho tonga ny tanako 2 Fafao ny ranomasonao amin'izay fotoana izay..!Gud ni8"
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","Vahaolana d Raharaha : Lehilahy iray hita nisy namono tamin'ny <DECIMAL> . <#> atoandro. 1, niantso polisy ny vadiny. 2, nanontany ny rehetra ny polisy. 3, Vady: Tompoko, teo am-patoriana aho, tamin’ny nitrangan’ny famonoana. 4. Mahandro: Nahandro aho. 5. Mpiambina: Nioty anana aho. 6. Mpiandry an-trano: Nandeha paositra 2 d aho. 7. Ankizy: Nilalao 2 izahay. 8. mpifanolobodirindrina: Nivady izahay. Voasambotry ny polisy avy hatrany ny d mpamono olona. Iza io? Valio amin'ny antony, raha toa ianao ka mamiratra."
ham,Dear where you will be when i reach there,"Ry malala, aiza no hisy anao rehefa tonga any aho"
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),Aww izay no fotoana voalohany nilazanao fa malahelo ahy ianao nefa tsy nanontany raha malahelo anao aho aloha. Tia ahy ianao! :)
ham,Ok... Thanx... Gd nite 2 ü too...,Ok... Misaotra... Bonne nite 2 ü koa...
ham,"Come to me right now, Ahmad","Mankanesa aty amiko izao, Ahmad"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,Tsy fantatro ianao ary tsy fantatrao aho. Alefaso amin'ny 86688 izao ny CHAT fa andao hifampitady! 150p/Msg rcvd ihany. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 taona na mihoatra.
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,Lol azafady. Alefaso ny sarinao izao. Te hahita aho. Mipetraha amin'ny fihogo sy fanamainana volo na zavatra hafa.
ham,O was not into fps then.,Tsy tao anatin'ny fps i O tamin'izay.
ham,Huh means computational science... Y they like dat one push here n there...,Ny dikan'ny hoe science computational... Tian'izy ireo ilay tosika etsy sy eroa...
ham,"Could you not read me, my Love ? I answered you","Tsy afaka namaky ahy ve ianao, ry malalako? namaly anao aho"
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,Oh... Lk tt den isika maka iray tt dia mifarana amin'ny cine lor... Dun wan yogasana oso can...
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.","Ramatoa, manenina ny fanelingelenana.mety hahazo fanamarinana avy amin'ny DLF Premarica.Ampandrenesina azafady.Rgds,Rakhesh,Kerala."
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SERVICES SMS Ho an'ny crédit amin'ny lahatsoratra misy anao azafady azafady www.comuk.net midira 3qxj9 miala amin'ny fisoratana anarana miaraka amin'ny STOP tsy misy sarany fanampiny fanampiana 08702840625 comuk.220cm2 9AE
ham,Oic... Then better quickly go bathe n settle down...,Oic... Dia aleo faingana mandro sy mandry...
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,Err... Azafady. Handeha aho amin'ny 8 ora alina. Tsy manana fomba hifandraisana aminy aho hatramin'izay.
ham,A bloo bloo bloo I'll miss the first bowl,A bloo bloo bloo tsy hitako ilay vilia baolina voalohany
ham,Lmao but its so fun...,Lmao fa mahafinaritra be...
ham,Oh k k:)but he is not a big hitter.anyway good,Oh k k:)fa tsy be mpikapoka izy.na izany aza tsara
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,Hey!!! Saika adinoko ... Happy B-day babe ! tiako ianao!!
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,Fetin'ny mpifankatia manokana! Mandresy mihoatra ny £ 1000 amin'ny quiz ary ento ny namanao amin'ny dia mandritra ny androm-piainana! Alefaso GO amin'ny 83600 izao. 150p/msg rcvd. CustCare: 08718720201
ham,Do you think i can move  &lt;#&gt;  in a week,Heverinao ve fa afaka mihetsika <#> ao anatin'ny herinandro aho
ham,She.s find. I sent you an offline message to know how anjola's now.,Hitany izy. Nandefa hafatra an-tserasera ho anao aho mba hahafantaranao ny an'i anjola amin'izao fotoana izao.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,Eritrereto hoe iza aho? Sambany aho no namorona pejy web WWW.ASJESUS.COM namaky izay rehetra nosoratako. Miandry ny hevitrareo aho. Te ho namanao 1/1 aho
ham,How was txting and driving,Ahoana ny SMS sy ny fiara
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,Tsara izany. Isaorana anie Andriamanitra. Fenoy azafady ny fanafody. Manàna rano betsaka. Ary mirary tontolo andro mahafinaritra.
ham,Really dun bluff me leh... U sleep early too. Nite...,Tena bluff aho leh... Matory aloha ianao. Nite...
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""","Mahantra ny Indiana fa tsy firenena mahantra i India. Hoy ny iray amin'ireo talen'ny banky soisa. Nilaza izy fa ""<#> lac crore"" ny vola indianina dia apetraka amin'ny banky soisa izay azo ampiasaina amin'ny tetibola 'tsy misy hetra' mandritra ny <#> taona. Afaka manome <#> asa crore ho an'ny Indiana rehetra. Avy any amin'ny tanàna rehetra mankany Delhi lalana 4. Famatsiana herinaratra maimaim-poana mandrakizay ho an'ny tetikasa sosialy mihoatra ny <#>. Ny olom-pirenena tsirairay dia afaka mahazo <#> /- isam-bolana mandritra ny <#> taona. Tsy mila fampindramam-bola amin'ny Banky Iraisam-pirenena sy FMI. Eritrereto ny fomba sakanan'ny mpanao politika mpanankarena ny volantsika. Manana zo feno amin’ireo mpanao politika mpanao kolikoly isika. Mandrosoa amin'ny pura INDIA padhe.g.m."""
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,"Dadatoa boye. Mila film aho oh. Tariho aho. Ankoatra izany, fantatrao fa tsy ara-dalàna ny torrent eto. Ary miadana ny rafitra. Inona no tokony hataoko. Manaova gr8 andro. Ary efa nanomboka ve ianao satria tsy nihaona taminao tamin'ny Internet aho. Nanao ahoana ny volan-tantely."
ham,Oh ya ya. I remember da. .,Oh eny. tadidiko da. .
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,Btw momba an'io dia tokony hiezaka tokoa isika hijery raha misy olon-kafa mety ho lehilahy faha-4 antsika alohan'ny hanolo-tena amin'ny bandy sendra.
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.","Mba hahazoanao vola £250 isaky ny herinandro TXT: MILAZA amin'ny 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,I not busy juz dun wan 2 go so early.. Hee..,Tsy sahirana aho fa handeha aloha be.. Hee..
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,"Rightio. 11.48 izy. Eny ary, tsy mifoha maraina be isika rehetra izao."
ham,"Great. I'm in church now, will holla when i get out","Mahafinaritra. Any am-piangonana aho izao, holla rehefa mivoaka aho"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,Miverina amin'ny brum! Misaotra anao nametraka sy nitazona anay rehetra ary faly. Mandra-pihaona
ham,I donno if they are scorable,Tsy haiko raha scorable izy ireo
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,<#> fanavaozam-baovao momba ny fandoroana hazo xmas loxahatchee: afaka mahita kintana ianao eto
ham,"Yes but i dont care! I need you bad, princess!",Eny fa tsy miraharaha aho! Tena mila anao aho ry andriambavy!
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight","Ilay bandy (kadeem) dia tsy nivarotra hatramin'ny fiatoana, fantatro ny bandy iray hafa fa tena paranoïde izy ary tsy tia mivarotra raha tsy eo aho ary tsy afaka miakatra any aho raha tsy amin'ny alina."
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,Tmr avy eo ü brin lar... Aiya taty aoriana dia tonga aho n c lar... Mety ü neva napetraka araka ny tokony ho izy ü nahazo taratasy fanampiana wif ü...
ham,Do u knw dis no. &lt;#&gt; ?,Fantatrao ve fa tsia. <#> ?
ham,Then she dun believe wat?,Dia tsy mino izy hoe inona?
ham,K..give back my thanks.,K..avereno ny fisaorana.
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,num ihany no fantatro..aleo mandeha mivantana any amin'ny biraon'ny bsnl dia mangataka izany..
ham,Okay. I've seen it. So i should pick it on friday?,Okay. efa hitako io. Ka tokony hifidy azy aho amin'ny zoma?
ham,How much she payed. Suganya.,Ohatrinona ny vola naloany. Suganya.
ham,Left dessert. U wan me 2 go suntec look 4 u?,Tsindrin-tsakafo ankavia. Te-hijery 4 ve ianao?
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?","Abeg, mahazo tombony. Fa fanombohana izany. Mampiasa izany ve ianao mba hahazoana mpanohana amin'ny hetsika manaraka?"
ham,Onum ela pa. Normal than.,Onum ela pa. Normal noho.
ham,K.k..how is your sister kids?,K.k.. manao ahoana ny rahavavinao?
ham,"Cool, I'll text you when I'm on the way","Mahafinaritra, handefa hafatra aminao aho rehefa eny an-dalana"
ham,Nope. Meanwhile she talk say make i greet you.,Tsia. Mandritra izany fotoana izany dia miteny izy hoe ataovy miarahaba anao.
ham,i cant talk to you now.i will call when i can.dont keep calling.,tsy afaka miresaka aminao aho izao. hiantso aho rehefa afaka. aza miantso foana.
ham,Anything lar...,Na inona na inona...
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....","Mila rano ny raozy, mila fiovana ny vanim-potoana, mila saina ny poeta..Mila sms ny findaiko ary mila ny fisakaizanao mahafinaritra mandrakizay aho...."
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",Salama tompoko. Ahoana ny fandehan'io andro io? Mbola misy mety ho asa? Malahelo anao aho ry malalako ... *misento* ... :-(
ham,They will pick up and drop in car.so no problem..,Izy ireo dia haka sy handatsaka ao anaty fiara.ka tsy misy olana..
ham,S.i think he is waste for rr..,Heveriko fa fandaniam-poana izy ho an'ny rr..
ham,He is world famamus....,Izy no world famamus....
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,Misy fialan-tsasatra ho an'ny pongal ve ny zoma ho avy? mahazo vaovao avy amin'ny toeram-piasanao ve ianao.
ham,Lol well don't do it without me. We could have a big sale together.,Lol tsara aza manao izany raha tsy misy ahy. Afaka manao varotra be izahay.
ham,* Am on my way,* Eny an-dalana aho
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,Mihinàna amin'ny lalana seranam-piaramanidina taloha ... Fa izao 630 oredi ... Nahazo olona maro ...
ham,"sry can't talk on phone, with parents","miala tsiny fa tsy afaka miresaka an-telefaona, miaraka amin'ny ray aman-dreny"
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","Fahafahana farany! Mitadiava voucher fihenam-bidy mitentina £150 anio! Soraty ny YES amin'ny 85023 izao! SavaMob, manolotra finday ny mpikambana! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,Ok lor wat time ü finish?,Ok lor oviana no vita?
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!","Andriambavy, tiako ny manao fitiavana <#> in-dray alina. Manantena aho fa tsy olana izany!"
ham,Mm i am on the way to railway,Mm eny an-dalana ho any amin'ny lalamby aho
ham,i dnt wnt to tlk wid u,tsy te hiresaka aminao aho
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",Vita. Miala tsiny aho. Manantena aho fa ny habaka manaraka dia manome anao izay rehetra tadiavinao. Tsarovy fa anao ny fanaka rehetra. Raha tsy eo aho rehefa mihetsika ianao dia hidio fotsiny ny hidin-trano rehetra ary avelao amin'i jenne ny lakile.
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,"Tsy mbola. Te hifandray fotsiny aho ary io no fomba mora indrindra hanaovana izany avy any barcelona. Teny an-dalana, manao ahoana ny trano ary manao ahoana?"
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","Ampio ny vahoakanao amin'ny fanangonana Halloween amin'ny hafatra sarin'ny logo nokia miampy feo mampatahotra MAIMAIMPOANA, txt CARD SPOOK amin'ny 8007"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer","Maika! antsoy ny 09066612661 amin'ny laharana an-tariby. Ny fialan-tsasatra 4* Tenerife anao na vola £10,000 miandry ny fanangonana SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Mpandefa: Hol Offer"
ham,K.:)do it at evening da:)urgent:),K.:)ataovy hariva da:) maika :)
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,Pansy! Efa roa taona izao ianao no nipetraka tany anaty ala! Ny fiarako no tokony hatahoranao kokoa!
ham,Mm have some kanji dont eat anything heavy ok,Mm manana kanji aza mihinana mavesatra ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,Raha mampanantena ianao fa hivoaka haingana araka izay tratra. Ary handefa hafatra amiko ianao ny maraina mba hampahafantatra ahy fa vitanao izany.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,Lol hafa izany. Tsy mandeha mitady ny sarin'ny tena fiainana rehetra nalainao aho.
ham,I dont thnk its a wrong calling between us,Tsy heveriko fa diso ny fiantsoana antsika
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,K tsy misotro.pa dia inona no atao. Mila modely srs aho azafady alefaso any amin'ny mail id-ko pa.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,Aiza ary ny orana toy ny tena lehibe leh. Raha ritra aho dia afaka mihazakazaka mody farafaharatsiny.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,Manana fotoana 2 amin'ny dokotera aho amin'ny herinandro ho avy.:/ Reraka aho amin'ny fanararaotan'izy ireo zavatra amiko. Ary nahoana aho no tsy afaka nanana vatana ara-dalàna?
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b sad.. Vita.. Dun thk abt efa. Mifantoha amin'ny taratasinao hafa k.
ham,"Greetings me, ! Consider yourself excused.","Miarahaba ahy,! Eritrereto hoe miala tsiny ianao."
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,Tsy misy tantara an-tsehatra Pls. Efa ampy ahy ianao sy ny fianakaviana raha miady amin'ny masoandro mafana amin'ny toerana hafahafa aho. Tsy misy antony tokony hisian'ny ego tsy handeha 'RAHA TSY ASAINA' raha ny tena izy dia tsy maintsy mandeha. repurcussions tena matotra.
ham,they released another Italian one today and it has a cosign option,Namoaka Italiana iray hafa izy ireo androany ary manana safidy cosign izany
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget","Ianao ve? Tokony hiezaka hamantatra hoe ohatrinona ny vola ananan'ny tsirairay amin'ny entona sy alikaola, izaho sy i jay dia miezaka ny hamantatra ny teti-bolan'ny tsimparifary."
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,MPANDRESY! Amin'ny maha-mpanjifa tambajotra sarobidy anao dia voafidy handray valisoa £900 ianao! Antsoy ny 0906170144444444 raha azo. Sary ACL03530150PM
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,Ny HCL chennai dia mitaky FRESHERS ho an'ny fizotry ny feo. Ilaina ny teny anglisy tena tsara. Karama hatramin'ny <#> . Antsoy Rtoa Suman <#> amin'ny tafatafa an-telefaona -via Indyarocks.com
ham,Dai what this da.. Can i send my resume to this id.,Dai inona ity da.. Afaka mandefa ny resume amin'ity id ity ve aho.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5","Fantatro hoe aiza ny <#>, ho any aho amin'ny 5"
ham,Yup i've finished c ü there...,"Eny, vitako teo..."
ham,Remember to ask alex about his pizza,Aza hadino ny manontany an'i Alex momba ny pizza-ny
ham,No da..today also i forgot..,Tsia..androany koa adinoko..
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry","Mety hiverina aminao i Ola fa tsy androany fa efa nolazaiko taminy fa mety ho rohy mivantana ho azy any Etazonia ianao amin'ny fahazoana fiara atolony an-tserasera, mandamina ny fandefasana ianao ary mahazo tapaka. Sa U????? Ho an'ny fiaraha-miasa aiza U????? Ampidiro vola amin'ny fandefasana dia izy no mikarakara ny ambiny!U??Wud b miankin-tena vetivety dnt manahy"
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,Fwiw ny antony tsy maha-eo ahy afa-tsy rehefa tonga ny fotoana hifoka sigara dia noho ny entona tsy afaka ny ho eo ihany aho rehefa misy miteny amiko ary izany dia toa mitranga rehefa misy olona te hanazava.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*","Salama ry boytoy! Tonga tao an-trano aho ary ny eritreritro tsy tapaka dia momba anao, ry malalako. Manantena aho fa ho tonga soa aman-tsara ianao fa tsy andriko raha hody amiko ianao ...*kiss*"
ham,Congrats kano..whr s the treat maga?,Congrats kano..whr s the treat maga?
ham,Who u talking about?,Iza no resahinao?
ham,Yup...,Ya...
ham,Ok...,Ok...
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...","Efa nifoha ianao? Inona no ataonao? Raisinao izahay any aoriana any? Maka sq825 aho, mahatratra 7 smth 8 toy ny dat. Azonao atao ny manamarina ny ora fahatongavanao. Tsy ho ela..."
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,Yunny mandeha any amin'ny citylink aho izao ü midina haingana kokoa... Noana be aho...
ham,Er yep sure. Props?,Eny tokoa. Props?
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc","Hiya, efa nandoa vola tao amin'ny kaontiko ve ianao? Raha izany dia misaotra. Nahazo surprise nahafinaritra aho rehefa nanamarina ny fifandanjako -u c, tsy mahazo fanambarana 4 aho fa acc"
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,Nahazo nokia 6230 miampy fakan-tsary nomerika maimaim-poana ianao. Izany no azonao rehefa mandresy ny lavanty FREE. Raha te handray anjara dia alefaso amin'ny 83383 izao ny NOKIA. POBOX114/14TCR/W1 16
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,Ok halefako miaraka amin'ny <DECIMAL> ok.
ham,Bognor it is! Should be splendid at this time of year.,Bognor izany! Tokony ho tsara tarehy amin'ity vanim-potoana ity.
ham,Yes.i'm in office da:),Eny.ao amin'ny birao aho da :)
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,Ny rain'i Joy dia i John. Avy eo i John no ANARAN'ny rain'i Joy. Mandan
ham,Ok. I only ask abt e movie. U wan ktv oso?,Ok. Ny film e ihany no anontaniako. Tianao ve izany?
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Diso toerana ny nomerao ary nandefa hafatra tany amin'ny laharanao taloha. Manontany tena aho hoe nahoana aho no tsy naheno anao tamin'ity taona ity. Ny tsara indrindra amin'ny mcat anao. Nahazo ity laharana ity tamin'ny namako atlanta
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,Tsy haiko lei... Mety hiara-misakafo amin'ny namako aho... Raha te hisakafo ianao dia miandry 4 ü lar
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Ny fidirana maimaim-poana amin'ny £ 250 isan-kerinandro dia alefaso fotsiny ny teny WIN amin'ny 80086 IZAO. 18 T&C www.txttowin.co.uk
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","Lazao moramora izany.? ANDRIAMANITRA TIAKO ANAO & MILA ANAO, DIOVY AMIN'NY RAnao ny foko.Alefaso ho an'olona manokana folo & u c miracle rahampitso, ataovy,pls,pls do it..."
ham,Do u noe how 2 send files between 2 computers?,Fantatrao ve ny fomba handefasana rakitra eo anelanelan'ny ordinatera 2?
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",Mmmmm ... tiako ny nifoha tamin'ny teninao androany maraina ! Malahelo anao koa aho ry Fitiavako. Manantena aho fa handeha tsara ny andronao ary faly ianao. Miandry antsika indray aho
ham,jay says he'll put in  &lt;#&gt;,hoy i jay fa hametraka <#> izy
ham,Can you just come in for a sec? There's somebody here I want you to see,Afaka miditra kely ve ianao? Misy olona tiako ho hitanao eto
ham,So the sun is anti sleep medicine.,Noho izany ny masoandro dia fanafody manohitra ny torimaso.
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,Inona no mitranga aminao. Efa nahazo asa ve ianao ary efa nanomboka nisoratra anarana ho an'ny fonenana maharitra
ham,Yup ok...,Eny ok...
